LIMIT_BAL,GENDER,MARRIAGE,AGE,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,DEFAULT
190000,2,1,60,-18,-18,-18,-18,-18,-18,0,0,0,0,0,0,NO
190000,2,1,58,500,300,0,0,418,964,300,0,0,418,964,670,NO
190000,2,1,49,7251,11990,39360,5090,2787,23405,11996,39382,5090,2787,23405,978,NO
190000,1,2,48,47713,49242,52394,55521,113760,116299,3000,5000,5000,60000,5000,5000,NO
190000,2,1,31,84031,86730,93705,91317,96079,94428,5000,9310,0,7200,0,8000,NO
190000,2,1,24,86730,93705,91317,96079,94428,100618,9310,0,7200,0,8000,4000,NO
190000,2,2,32,90945,77668,79321,80401,80872,77377,3500,3500,3000,3083,3000,3000,NO
190000,2,1,45,138628,156232,152251,153820,163265,166627,21440,0,5600,11950,6200,0,NO
190000,2,1,62,139569,101823,100209,85218,112672,76224,4500,40000,25000,35000,2897,20000,NO
190000,1,1,65,187780,189924,192232,186472,190262,193403,6781,7071,6744,6866,7203,7182,NO
200000,1,2,60,-800,-2685,-6144,-7905,-10213,-11060,0,0,0,0,0,0,NO
200000,2,1,61,-2,758,998,668,9815,36870,760,1000,670,9852,40063,1049,NO
200000,2,2,57,0,3346,0,465,1775,8722,3346,0,465,1775,8722,0,NO
200000,2,1,41,0,0,0,0,0,35979,0,0,0,0,35979,6191,NO
200000,1,1,68,0,0,188,0,0,0,0,188,0,0,0,0,NO
200000,2,1,55,0,0,0,0,0,0,0,0,0,0,0,0,NO
200000,2,2,31,0,0,0,445,2309,-10,0,0,445,2332,10,0,NO
200000,2,1,50,0,0,0,0,0,0,0,0,0,0,0,0,NO
200000,2,2,38,0,0,0,0,0,0,0,0,0,0,0,17000,NO
200000,1,1,28,0,0,0,41673,42312,36171,0,0,41673,1206,1444,618,NO
200000,2,1,67,0,0,0,0,0,0,0,0,0,0,0,0,NO
200000,1,1,43,165,165,165,0,0,0,165,165,0,0,0,0,NO
200000,2,1,42,267,6794,10430,3576,2522,934,6817,10671,3576,2522,934,7764,NO
200000,2,1,66,390,390,390,561,390,390,390,390,561,390,390,390,NO
200000,1,1,61,466,1242,4006,941,2357,2945,1242,4034,945,2366,2947,1143,NO
200000,1,2,53,485,1313,1144,933,1207,3149,1316,1147,935,1210,3158,2350,NO
200000,2,2,30,500,810,500,0,0,300,810,500,0,0,300,0,NO
200000,1,2,64,541,-59,6817,7756,8835,13129,59,6876,1009,8837,13129,12184,NO
200000,2,2,60,692,-6,890,14137,18067,24306,0,896,14337,7022,12000,16045,NO
200000,1,1,35,780,0,390,3672,390,390,0,390,3672,390,390,390,NO
200000,2,1,25,860,430,3130,7585,11056,97451,0,3130,5000,4000,90000,15000,NO
200000,1,2,68,959,451,-1,605,-5,-5,452,0,606,0,0,0,NO
200000,1,1,34,1242,4006,941,2357,2945,1143,4034,945,2366,2947,1143,744,NO
200000,2,2,47,1587,1098,782,1166,700,1414,0,0,700,0,1200,0,NO
200000,1,2,49,1740,10108,291,2515,1133,-363,10108,291,2515,1133,0,0,NO
200000,1,1,27,2498,2670,2967,0,0,0,2670,2996,0,0,0,0,NO
200000,2,2,61,2603,11381,0,1000,0,0,11381,0,1000,0,0,0,NO
200000,1,1,26,2727,1332,2003,816,4530,4245,1332,2003,816,4530,0,0,NO
200000,2,1,48,2955,5895,15146,11575,11564,13744,5938,15682,11633,11622,13813,22699,NO
200000,1,2,23,3253,3969,-8,2315,4255,2010,4005,326,2323,4264,2028,1857,NO
200000,2,1,40,3600,-4,-4,752,0,2718,4,0,756,0,2718,2722,NO
200000,1,1,59,3692,-16,1886,4700,0,0,0,1902,4723,0,0,0,NO
200000,2,1,28,3987,1631,21698,12657,11349,9006,1631,21698,12657,569,3000,25000,NO
200000,2,1,42,4798,4490,5366,2141,0,0,1125,1000,2141,0,0,0,NO
200000,1,1,41,5023,618,605,3098,805,2154,621,608,3114,1003,2164,1210,NO
200000,1,1,52,5392,1938,4819,13074,2070,0,1938,4819,13074,0,0,790,NO
200000,2,1,27,5481,6430,4494,4771,9454,8595,1068,1140,1000,5000,3000,3000,NO
200000,1,1,41,5879,5884,5171,4598,-95,-2175,5884,5171,4598,0,0,0,NO
200000,2,2,27,6093,4297,15765,3997,4931,429,4310,15818,4009,4945,429,0,NO
200000,2,1,32,6626,2469,3760,4273,3015,5076,2476,3771,4285,3023,5088,6282,NO
200000,2,1,59,7026,3815,4864,1958,805,3046,6599,5748,1958,805,3100,1311,NO
200000,2,1,55,7271,9133,10972,12757,13069,13334,2000,2000,2003,1008,2029,1000,NO
200000,2,1,56,7448,5471,4506,10067,9273,2931,5473,4506,10137,9521,2931,10381,NO
200000,1,1,57,7468,5023,618,605,3098,805,5048,621,608,3114,1003,2164,NO
200000,2,2,69,8177,1989,382,10383,7030,0,2453,382,10383,0,3036,0,NO
200000,2,2,37,11073,9787,5535,2513,1828,3731,2306,12,50,300,3738,66,NO
200000,2,2,49,13112,13011,12000,0,0,0,13011,12000,0,0,0,107918,NO
200000,2,2,26,13943,8943,1662,2553,1977,3175,8964,1662,2553,1977,3175,1804,NO
200000,2,1,49,16024,18168,10274,4726,4484,4745,18184,10274,4726,4490,4745,1283,NO
200000,2,1,59,17822,19741,18718,15033,12785,8426,19855,18914,15112,12849,8468,27378,NO
200000,2,2,30,19252,10000,0,0,0,0,1000,0,0,0,0,0,NO
200000,2,1,49,28484,3440,8795,13676,-1282,-1282,3440,8795,13676,1282,0,0,NO
200000,2,2,69,30833,34322,36725,36749,40138,42459,4000,3000,3000,4000,3000,3000,NO
200000,1,2,52,67002,76429,94564,95859,99593,101834,10000,18900,3000,4524,3084,3242,NO
200000,2,1,43,68262,53329,44222,36869,31640,25334,2791,2668,1820,2000,882,600,NO
200000,1,1,37,73494,82253,179964,-36,5654,804,10000,100000,0,5690,0,4421,NO
200000,1,1,62,75420,73548,47100,27112,21220,15719,3015,1903,10033,949,10078,92757,NO
200000,2,2,59,129554,116490,119279,121782,125427,140460,5600,6000,4300,5500,17000,5300,NO
200000,1,1,24,135654,173946,176894,170754,172332,175960,66022,6101,5898,6053,6288,8000,NO
200000,1,2,34,138839,142121,193777,189225,192304,188695,7001,56100,5,7269,28,5828,NO
200000,1,2,22,176642,180421,185722,196732,188930,192647,7000,8500,16000,0,7500,15000,NO
200000,2,2,32,189279,195200,60278,58972,55731,99900,10000,5023,5000,5000,50000,4000,NO
200000,1,1,35,192910,199344,186878,140743,129806,121623,10000,10000,6000,10000,10000,5000,NO
200000,2,2,32,195380,199642,188169,191549,195163,194101,7632,6839,6518,6356,6441,6763,NO
200000,1,2,64,197236,176192,93069,135668,132233,59875,8000,5000,55500,5000,5000,8500,NO
200000,2,1,60,198482,182115,154994,153386,144067,110946,5014,4699,7543,3970,3146,6941,NO
200000,2,2,59,205362,177755,3455,1078,1598,171700,5504,1526,1078,1598,173026,6000,NO
210000,2,1,60,-300,-716,416,1132,566,416,0,1548,1132,0,416,416,NO
210000,1,1,43,330,330,660,330,660,330,330,660,0,660,0,330,NO
210000,1,2,39,862,1136,1511,54400,81139,82585,1144,1515,54409,30000,3759,435,NO
210000,2,1,26,3402,4774,375,3498,3517,4567,4774,375,3498,3517,4567,2488,NO
210000,2,1,32,4141,5347,25064,30684,29892,30516,1283,20000,6071,0,1107,1114,NO
210000,2,2,55,5081,4053,3853,3942,2338,1767,4055,3856,3945,2338,1767,0,NO
210000,2,2,65,6769,12656,5570,2285,0,0,12660,5570,2285,0,0,0,NO
210000,2,1,46,8011,5832,7906,5111,2069,0,1126,2400,200,205,0,0,NO
210000,2,1,57,8289,16585,9396,16992,9506,4837,16585,10455,16992,9509,4837,11899,NO
210000,2,2,23,8547,2987,4571,3265,8623,5907,2996,4584,3274,8648,5924,15748,NO
210000,2,1,57,11848,5677,8173,6855,2200,1500,5687,8177,6860,2200,1500,2390,NO
210000,2,1,45,14724,16465,17694,18892,20566,23226,2000,1500,1500,2000,3000,2000,NO
210000,1,2,45,24708,21544,41616,34833,17628,2400,1995,21067,14492,17680,2407,497,NO
210000,2,1,29,25650,1360,31793,32943,30019,30657,1360,31793,1943,819,763,2280,NO
210000,1,1,49,42617,67734,66612,65799,-41,8208,30020,4043,10329,0,8249,2572,NO
210000,1,2,57,44947,45610,47836,50344,51074,52229,2000,3000,3942,2000,2000,2050,NO
210000,2,2,61,63672,57299,59336,61349,63366,65155,2200,3000,3000,3000,3000,3500,NO
210000,2,1,60,73329,74261,75602,76062,76287,76971,2700,3500,3300,3000,3000,3000,NO
210000,2,2,44,73415,76188,78276,81246,78971,80359,4002,4000,4323,3501,3000,2700,NO
210000,2,1,50,74261,75602,76062,76287,76971,77737,3500,3300,3000,3000,3000,3000,NO
210000,2,1,67,86792,88106,89419,88758,85239,81723,3319,3892,3184,3128,2944,2870,NO
210000,2,1,60,128553,109234,87567,83716,69925,64108,3762,3808,4177,2594,2442,2319,NO
210000,2,1,29,140272,115922,105875,97873,90872,72969,6018,6029,3000,3500,3000,3000,NO
210000,2,1,32,146756,150057,153238,156384,160056,163188,5500,5510,5500,6000,6000,6000,NO
210000,2,1,64,149092,153941,157358,3561,34600,32581,7000,7600,1019,36500,3000,3000,NO
210000,2,1,48,157907,201324,207222,209189,106090,108300,50000,10646,8601,3601,3719,3300,NO
210000,2,1,24,200239,195025,165356,116351,95854,91173,9510,7000,10079,4500,3532,3500,NO
210000,2,1,24,201324,207222,209189,106090,108300,87404,10646,8601,3601,3719,3300,3400,NO
210000,2,1,31,205475,206616,212391,208931,146005,145343,9500,9207,8500,5200,5200,5000,NO
210000,2,2,64,300878,2250,0,0,692,1560,2250,0,0,692,1560,1838,NO
220000,2,1,60,387,1083,1969,389,389,389,1086,2099,390,390,390,391,NO
220000,2,1,57,2774,5152,6615,15799,13526,8726,5162,6615,15799,1526,0,2287,NO
220000,2,1,44,3410,1619,1756,1986,4772,1115,1623,1756,2075,4774,1115,7160,NO
220000,1,1,29,6433,6286,4903,9078,3583,4682,6307,4927,9123,3587,4698,13774,NO
220000,1,2,39,14588,6689,4664,9530,118206,112206,5021,4674,9530,120000,0,0,NO
220000,1,2,22,29549,28267,29708,25407,25109,23320,2000,3000,800,5000,5000,2000,NO
220000,2,1,58,36242,38320,39700,40737,42743,44052,3000,2000,2000,3000,2000,3000,NO
220000,1,2,26,37304,33304,29254,24875,20329,15602,1600,1500,1100,1000,600,500,NO
220000,2,2,31,93815,96121,56148,35642,33516,30177,4300,2407,2000,2000,1100,1000,NO
220000,2,2,32,99518,-482,-482,-482,18,4834,937,0,0,500,4816,3000,NO
220000,2,1,40,109815,91363,93091,91706,91748,93261,3634,3566,3394,3659,3700,3183,NO
220000,2,2,22,135132,136108,133534,27484,23728,21039,7245,6121,1551,875,1800,300,NO
220000,1,1,52,144544,137465,134420,132066,131319,130478,6500,4700,5000,5000,5000,10000,NO
220000,2,1,63,154029,153012,154508,152829,152842,152747,5700,6000,6814,5500,5800,5700,NO
220000,2,1,60,208009,212271,166288,168146,172345,177151,8200,8000,6108,7000,7743,7700,NO
230000,2,2,59,-2,-2,-2,-2,794,796,0,0,0,796,2,0,NO
230000,2,1,62,0,0,0,0,0,0,0,0,0,0,0,0,NO
230000,2,1,39,0,0,615,0,0,0,0,615,0,0,0,0,NO
230000,2,2,42,316,316,316,316,316,466,316,316,316,316,466,466,NO
230000,1,2,52,476,476,476,476,476,4145,476,476,476,476,4145,476,NO
230000,2,1,43,566,2329,1894,2528,1865,1496,2329,1894,2532,1865,1496,1873,NO
230000,2,1,38,711,-1,-1,-1,-1,-1,0,0,0,0,0,0,NO
230000,2,2,27,1103,16234,68813,4427,13882,41463,16286,65280,4446,13949,41660,9005,NO
230000,2,2,70,1181,1394,1413,1382,1201,820,1394,1200,1150,1000,800,2000,NO
230000,1,1,70,1344,-6,2190,3475,1791,2993,0,2196,3485,1796,3002,2601,NO
230000,2,2,66,1716,1518,909,-1307,-3237,-5459,1518,1000,0,0,0,0,NO
230000,2,1,67,2007,3220,6163,2765,2050,1197,3229,6191,2782,2055,1200,1710,NO
230000,2,2,34,2223,2233,159,1772,28704,19474,1000,159,1778,28704,19474,650,NO
230000,2,1,56,2329,1894,2528,1865,1496,1873,1894,2532,1865,1496,1873,0,NO
230000,2,1,52,3128,10998,1509,1390,1072,849,10998,1509,1390,0,849,3720,NO
230000,2,1,48,3256,1401,1624,4180,2665,3915,1401,1635,4180,2667,3915,2091,NO
230000,2,1,46,3394,8338,11744,9359,19002,8443,8338,9359,0,19002,8740,0,NO
230000,2,1,34,4358,6020,9938,9865,6981,12157,3000,5000,5828,6981,6157,6342,NO
230000,2,2,27,18482,22938,3569,2845,1935,6781,5000,1000,0,2000,5000,1000,NO
230000,1,1,48,22954,11225,10669,13498,12482,9949,1700,1380,8000,1000,4000,1000,NO
230000,1,2,25,23396,25723,49223,66006,47412,29290,25748,30029,27417,1016,640,260,NO
230000,1,2,29,27178,0,856,6147,7387,13492,0,856,6147,7387,13492,6701,NO
230000,1,2,49,56449,219192,226596,225791,226638,226265,231788,11621,9027,9015,9000,9014,NO
230000,2,1,65,124824,102327,103506,100554,103929,107780,10001,5000,4500,5000,6500,4300,NO
230000,1,1,38,131887,133440,134272,136281,138687,118873,5005,5007,5000,5008,5000,4005,NO
230000,1,2,51,137122,138268,127797,130490,110153,112253,6700,6500,6513,4601,5000,5000,NO
230000,1,2,56,151778,152966,157188,158490,161456,164677,5556,7200,5820,6100,6500,5100,NO
230000,1,1,23,165090,135706,122232,82007,80811,81914,6500,6000,3400,2500,2000,1800,NO
230000,2,1,49,167299,165568,140467,133479,122948,125519,8448,5785,5400,4397,4548,4670,NO
230000,2,1,37,190784,195724,198707,201634,205949,210077,9300,7500,7500,7500,7500,7600,NO
230000,2,1,23,205530,380,380,2350,103030,380,380,380,2350,103030,380,1570,NO
240000,2,2,41,-25,-25,2062,-1,311,2005,0,2087,0,312,2015,224,NO
240000,2,2,49,-10,-10,-10,-10,-10,-10,0,0,0,0,0,0,NO
240000,2,1,31,0,2712,92496,95057,96974,98977,2712,90000,3346,2717,2796,2826,NO
240000,2,1,29,0,0,0,0,0,0,0,0,0,0,0,0,NO
240000,1,1,39,228,23282,48595,37573,26296,15788,23295,49000,37573,26296,7000,46495,NO
240000,2,1,25,597,6449,626,626,626,626,6507,626,626,626,626,626,NO
240000,2,1,47,626,1921,20740,21274,888,360,1921,19000,2624,888,360,360,NO
240000,2,1,61,1731,6763,0,5717,10134,1045,6763,5717,0,10134,1045,6585,NO
240000,2,1,70,2799,855,858,1048,2695,0,855,3,1054,2695,0,0,NO
240000,2,2,51,4970,0,0,0,0,0,0,0,0,0,0,0,NO
240000,2,2,41,5516,4950,5232,6464,3820,11870,4950,5232,6464,3820,10000,2000,NO
240000,2,1,42,6170,0,0,0,0,0,0,0,0,0,0,0,NO
240000,2,1,58,7806,10142,12211,13828,11337,11577,2481,2550,2167,1000,389,1000,NO
240000,1,1,55,10674,12035,13681,13269,14158,13891,1500,1800,0,1000,0,327,NO
240000,1,2,24,11874,5979,6938,41858,10416,1711,0,6938,41877,0,1711,27162,NO
240000,2,2,26,14038,25558,26526,28082,29695,31223,12000,1500,1800,1860,1800,2000,NO
240000,1,2,47,18825,12675,2880,13267,10036,24731,12880,0,13267,2000,15000,0,NO
240000,1,2,31,21027,27568,9166,6855,8089,9052,27994,9212,6949,8134,10043,28012,NO
240000,1,2,30,30851,40286,38008,9497,9124,7128,10000,14,9497,9124,2000,1200,NO
240000,1,2,58,40286,38008,9497,9124,7128,2745,14,9497,9124,2000,1200,1000,NO
240000,2,1,68,41484,42522,43538,44402,45333,46551,1709,1725,1589,1646,1972,1263,NO
240000,2,1,63,65883,66386,67444,68461,69423,70843,3000,3038,3057,3000,3000,3500,NO
240000,2,1,43,77126,59832,45054,39245,75742,39389,5005,2116,1200,75742,0,62282,NO
240000,1,1,63,102650,0,0,4557,7557,9275,0,0,4557,3000,4000,2282,NO
240000,2,2,35,122810,114408,97395,83314,73292,59270,10066,7255,3035,3030,3018,2012,NO
240000,1,1,42,133272,133373,138006,136195,140860,138787,6000,9583,6000,10000,4974,4820,NO
240000,1,1,53,194548,198522,206312,205804,122740,137740,7200,11000,6000,3000,15000,45,NO
240000,1,1,24,225709,228893,232706,187325,129889,123680,8544,9257,8583,4292,5133,4257,NO
240000,1,1,48,242805,237854,240535,242770,191520,173461,10000,11000,9248,8005,8000,8000,NO
250000,1,1,64,6461,8117,2200,3772,8650,17650,8117,2200,3772,8650,10000,4646,NO
250000,1,2,42,119310,132243,140069,292404,175050,181766,15000,10000,10000,60000,15000,6000,NO
250000,2,1,37,138380,141223,156858,151841,152803,155997,5136,17994,0,5469,5656,6811,NO
250000,2,1,43,141223,156858,151841,152803,155997,160220,17994,0,5469,5656,6811,3920,NO
250000,2,2,56,212681,193296,194659,196481,196256,195370,9917,7350,7231,6603,6797,7557,NO
250000,1,1,59,279640,252913,243075,245750,175005,179687,65000,8800,9011,6000,7000,6009,NO
260000,1,1,44,-40,-40,-40,8117,-8,-8,0,0,8157,0,0,1673,NO
260000,2,1,33,0,0,0,167,-810,-810,0,0,167,810,0,3310,NO
260000,2,1,54,199,598,400,199,1117,922,599,2,200,1118,5,459,NO
260000,1,2,56,324,826,326,326,326,476,828,326,326,326,476,326,NO
260000,1,2,63,916,2615,1580,920,730,466,2615,1586,920,730,466,1455,NO
260000,2,2,41,5237,0,0,0,3982,0,0,0,0,3982,0,0,NO
260000,1,2,23,6776,3198,2123,11774,6166,3583,3222,2125,11892,6192,3601,3403,NO
260000,2,2,59,8383,2976,11237,27500,27500,33880,2985,11247,27500,0,21380,0,NO
260000,1,1,54,12071,12497,1027,-103,-103,1047,2114,1027,103,0,1150,2503,NO
260000,2,1,45,16426,6088,4663,3885,4414,2514,6277,4663,4140,4414,2646,7725,NO
260000,1,2,54,32324,24103,20158,12619,176498,172274,1503,2260,3030,170039,6227,6052,NO
260000,2,2,65,40066,38115,38730,37947,40122,34751,2000,3030,5039,7000,3000,10000,NO
260000,1,1,27,49657,291,51058,2351,34039,291,291,51058,35696,34039,291,291,NO
260000,1,2,61,54448,55559,59635,63624,67563,69812,2017,5000,5000,5000,5000,10000,NO
260000,1,2,24,87281,96870,115398,146597,159844,145729,15000,20084,50029,20139,15147,12025,NO
260000,2,1,70,135489,138509,138076,110044,111906,104073,5007,5003,5004,4052,4010,3835,NO
260000,2,1,31,136914,139380,140836,153026,156108,158893,7000,5188,15000,7500,7000,3000,NO
260000,1,1,38,176688,179281,180957,165911,169863,71403,6929,5088,4138,4789,2450,1507,NO
260000,2,1,26,198788,195154,191504,168983,160592,156826,6105,6345,7027,6000,5000,7000,NO
260000,1,2,34,251267,254332,257628,161545,0,0,12021,11710,7503,0,0,0,NO
260000,1,2,52,254332,257628,161545,0,0,0,11710,7503,0,0,0,195603,NO
270000,1,2,67,5780,12006,15736,6621,2457,14923,12006,5736,6621,2457,14923,1712,NO
270000,1,2,35,20979,17228,20924,22448,15490,17343,0,4000,2000,0,2000,2000,NO
270000,2,2,66,67544,54523,18865,44908,19508,15860,4025,5,34000,0,0,0,NO
270000,2,1,50,74813,75221,73293,72213,74734,76089,3000,4000,4000,5000,4000,5000,NO
270000,2,1,69,106600,109383,113480,114432,112124,114885,4500,5800,4300,5000,4500,4500,NO
270000,2,2,36,126642,127741,132405,131241,127080,122213,4500,7028,4728,5037,4530,5000,NO
270000,2,2,24,128620,2222,9076,5424,9577,8130,2222,9076,5424,9577,8130,20177,NO
270000,2,2,61,131310,123737,115927,106350,98365,89909,6000,5700,3800,3700,3300,3100,NO
270000,2,1,22,160006,163338,166672,170000,173547,177013,5420,5532,5572,5763,5804,5996,NO
270000,2,1,57,203657,194792,181341,170107,158889,147344,10015,6538,7744,7068,5350,10077,NO
280000,1,1,39,-2159,5777,7936,2932,6493,4867,7936,2980,29,6493,4867,240,NO
280000,1,2,23,0,0,0,0,0,0,0,0,0,0,0,0,NO
280000,2,1,27,0,0,0,0,0,0,0,0,0,0,0,0,NO
280000,1,1,57,0,0,0,17535,9119,18960,0,0,17535,9119,18960,1200,NO
280000,2,2,59,38,34163,32800,131200,3950,0,34163,0,131200,3950,0,716,NO
280000,1,1,64,441,76,-21,-21,15237,7345,76,0,0,15258,36,0,NO
280000,2,2,27,2793,1356,19497,10164,1089,26218,1356,19497,10173,1089,28217,0,NO
280000,2,1,66,6398,8321,12798,3581,10310,11717,8331,12805,3587,10361,11734,8800,NO
280000,2,2,58,7215,28794,-5,1175,-23,-23,24143,0,1180,0,0,0,NO
280000,2,2,69,8719,844,0,0,1000,0,0,0,0,1000,0,0,NO
280000,2,1,26,9103,6419,11966,5844,8994,14631,6439,12042,5844,4672,14724,4429,NO
280000,1,1,45,55237,55664,51436,34260,36564,33331,2625,1795,1372,3931,3047,671,NO
280000,2,1,31,82691,75867,76835,70722,60694,62032,3500,3200,2500,2400,2500,2500,NO
280000,2,2,55,95278,98281,101651,103776,105617,107788,4525,5000,3800,3500,3500,3500,NO
280000,1,1,35,188698,353481,152132,138990,136778,137641,6337,6000,4974,5041,5215,7000,NO
280000,1,2,49,212093,220586,214180,226277,216716,232367,18685,15038,23084,11001,20000,10000,NO
280000,1,1,62,212968,312960,373419,232919,228387,235187,237000,150000,10000,150000,10572,7313,NO
280000,2,1,36,232834,218803,202031,111603,94050,76232,9001,6369,3864,3501,3001,1701,NO
280000,1,2,27,251267,258944,262562,164059,131807,180524,15000,10565,20253,20518,155067,11007,NO
290000,1,2,59,0,0,0,0,0,0,0,0,0,0,0,0,NO
290000,2,1,35,0,0,1100,6000,3533,880,0,1100,6000,3533,880,193,NO
290000,2,1,23,111,0,904,904,0,0,0,904,0,0,0,6397,NO
290000,1,2,23,1597,-2002,-1001,3999,0,4483,0,0,5000,0,4483,1209,NO
290000,2,2,61,1915,6136,0,28642,4098,19024,6151,0,28642,0,19426,0,NO
290000,2,1,51,3412,1573,11859,2483,1170,20328,1573,11886,2485,1170,20328,375,NO
290000,2,2,68,8690,-204,3268,302,3586,2345,0,3600,800,5228,2345,9139,NO
290000,1,2,23,14543,12190,14483,16589,18306,22204,2000,3000,3000,3000,5000,3000,NO
290000,2,1,66,16196,17220,18231,18593,18986,19967,1292,1303,665,692,1300,636,NO
290000,2,2,34,21849,9318,7964,10335,12000,13463,1500,2016,5000,2000,1463,3365,NO
290000,2,2,28,25530,37737,29636,24104,33814,32530,15035,1539,1290,10000,5000,3000,NO
110000,2,1,65,48796,49371,19413,20204,16627,14980,2350,1392,1183,511,1151,482,NO
110000,2,1,27,92244,93815,97307,99666,102082,105500,4500,5000,4000,4000,5000,6804,NO
110000,2,1,61,100987,101941,98364,103189,99578,104412,4600,0,8500,0,7700,3900,NO
110000,1,1,59,103225,106004,108831,79455,54971,57257,4500,5000,3043,2000,3000,5000,NO
110000,2,1,23,104622,103639,105714,105998,105080,105638,4000,5500,5300,4000,4100,12700,NO
110000,2,1,33,108616,114854,105275,107561,105502,103813,9600,0,4000,3765,4000,4200,NO
120000,1,1,35,165,0,788,0,0,495,0,788,0,0,495,0,NO
120000,2,2,55,316,71316,316,316,2766,1996,71316,316,316,2766,1996,2054,NO
120000,2,1,30,2057,1722,716,926,0,0,524,716,926,0,0,485,NO
120000,1,1,49,3131,4176,2541,5648,4122,0,5126,2557,5667,4144,0,3463,NO
120000,1,1,63,3972,2809,1021,2311,3868,2980,2816,1021,2321,3868,2980,0,NO
120000,1,1,50,33131,33121,32222,32877,30587,25938,2000,1500,1000,1000,2000,1000,NO
120000,2,3,28,46889,47496,48307,49272,49016,43127,1856,1667,1632,1664,1880,1059,NO
120000,2,1,69,116032,114987,117491,118513,75278,77070,4201,5001,4134,2700,3000,5030,NO
120000,2,2,38,121427,60163,61723,25638,26092,14586,77225,21903,25646,5080,0,5052,NO
130000,1,1,62,0,0,0,96963,99004,101833,0,0,96963,3554,4435,3304,NO
130000,1,1,30,1261,1705,0,1261,13161,390,1705,817,1261,13161,390,390,NO
130000,2,2,44,2048,2529,11929,5722,3076,5250,2529,11929,5722,0,5250,3526,NO
130000,2,1,69,2292,6776,2811,3589,11151,1543,6776,2811,3589,11351,1543,1109,NO
130000,2,1,67,2798,2732,8072,5723,6232,8873,3228,8141,5744,6232,8873,3982,NO
130000,2,3,35,15923,82292,396,1552,776,776,70000,792,1552,0,776,3676,NO
130000,2,1,36,32667,33822,34975,35943,36447,37259,2000,2000,1850,1400,1400,1400,NO
130000,1,1,57,55544,57428,58917,60352,61167,63042,3400,3000,3000,2400,3000,2400,NO
130000,1,1,31,59762,61877,60390,390,390,390,3496,1208,390,390,390,390,NO
130000,2,1,61,74020,71527,66370,43882,41063,29215,5000,3000,2500,4100,0,5000,NO
130000,2,2,40,87289,81818,41268,31836,33559,10390,5000,2000,2000,2000,2000,2000,NO
130000,2,2,55,109464,106613,107700,103736,101414,100157,3835,5433,4431,6938,3467,3593,NO
130000,1,2,50,121816,124223,62318,64214,44840,45969,6000,6000,3000,2000,2000,2000,NO
130000,2,1,34,129099,130522,106158,97685,80733,82883,5008,6003,4000,3000,4870,3000,NO
130000,2,1,70,130067,129385,96775,98071,97743,100124,5540,4403,3814,3562,4021,3681,NO
130000,1,2,25,130874,132743,131862,101971,101689,101303,5500,6000,4000,4000,4000,3800,NO
130000,2,1,32,135390,134974,132242,122832,55232,78266,6329,5472,5701,2211,38663,2350,NO
140000,1,1,68,1453,1872,1249,1872,1453,1453,1872,1249,1872,1453,1453,1034,NO
140000,1,1,52,1872,1249,1872,1453,1453,1034,1249,1872,1453,1453,1034,1872,NO
140000,1,1,55,100021,95122,84315,70871,70923,64202,4535,2856,2503,2378,3014,2048,NO
140000,1,2,30,128947,106671,101362,87420,88774,81869,4039,7010,2359,7617,2760,2366,NO
140000,2,2,29,140832,131883,123504,126441,129345,137539,5006,4500,5000,5000,10490,5000,NO
140000,2,2,36,141036,141558,132406,120046,92820,90525,4504,6213,5423,3400,4000,4000,NO
140000,2,2,61,147560,142435,142096,136836,139417,141889,3,5000,5000,5100,10200,5000,NO
150000,2,1,40,0,0,0,0,0,0,0,0,0,0,0,0,NO
150000,2,1,39,885,-123,-123,240,123,123,123,0,363,0,123,123,NO
150000,1,1,38,1000,0,0,1522,5014,1000,0,0,1522,5014,1406,0,NO
150000,1,1,25,1280,390,390,780,1746,0,0,390,780,1746,0,0,NO
150000,2,2,45,1622,12946,0,0,1761,18304,13016,0,0,1761,18306,4275,NO
150000,1,2,44,1683,1828,3502,8979,5190,0,1837,3526,8998,129,0,0,NO
150000,2,1,67,5446,6671,4839,807,28023,7613,6682,6095,807,28023,7613,4331,NO
150000,2,1,54,6940,6200,6962,9301,9266,6441,6200,6962,9301,9266,6441,6706,NO
150000,2,1,28,17541,19021,7861,7691,0,0,2000,2000,2000,0,0,0,NO
150000,2,1,51,32283,18361,9160,13596,11457,29550,18361,1000,13596,11457,18550,0,NO
150000,1,1,55,88812,89488,89951,86961,79284,74531,3309,5016,5050,3026,5000,5012,NO
150000,1,1,50,89488,89951,86961,79284,74531,78359,5016,5050,3026,5000,5012,4057,NO
150000,2,1,49,90606,93496,94196,91550,89586,88300,4348,3229,3150,3348,3244,8778,NO
150000,1,1,66,105416,106773,106500,104670,55442,55936,5800,4648,2000,2889,2700,94000,NO
150000,2,2,66,111024,111486,12596,13610,14381,15147,2720,1500,1229,1000,1000,1000,NO
150000,1,1,56,122084,126042,128706,131333,133974,136907,5000,3700,3719,3756,4031,3914,NO
150000,2,1,48,125403,110822,107782,84743,78804,76584,5018,5081,6041,3023,4049,6013,NO
150000,1,1,41,150797,52509,50683,46602,40599,37192,3008,2014,1599,2014,2018,1041,NO
